"Maker","BeanOrigin","REF","ReviewDate","CocoaPercentage","CompanyLocation","Rating","RatingLevel"
"Vicuna","Palos Blancos + nibs",1470,2015,70,"U.S.A.",3.25,"Low"
"Videri","Dominican Republic",1211,2014,90,"U.S.A.",3.25,"Low"
"Videri","Trinidad",1211,2014,75,"U.S.A.",3.5,"Low"
"Videri","Mindo",1227,2014,75,"U.S.A.",3.5,"Low"
"Videri","Dark",1117,2013,90,"U.S.A.",3.75,"High"
"Videri","Classic",991,2012,70,"U.S.A.",3.25,"Low"
"Vietcacao (A. Morin)","Ben Tre, Mekong Delta, MoCay",951,2012,70,"France",3.5,"Low"
"Vintage Plantations","San Martin",1205,2014,75,"U.S.A.",3,"Low"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,100,"U.S.A.",2,"Low"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,90,"U.S.A.",2,"Low"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2004/2007",153,2007,75,"U.S.A.",3,"Low"
"Vintage Plantations (Tulicorp)","Los Rios, Rancho Grande 2007",153,2007,65,"U.S.A.",3,"Low"
"Violet Sky","Sambirano Valley",1458,2015,77,"U.S.A.",2.75,"Low"
"Violet Sky","Moho River Valley",1458,2015,77,"U.S.A.",3,"Low"
"Violet Sky","Cuyagua",1458,2015,77,"U.S.A.",3,"Low"
"Violet Sky","Peru",1458,2015,77,"U.S.A.",3.25,"Low"
"Violet Sky","Cahabon",1502,2015,77,"U.S.A.",2.75,"Low"
"Vivra","Peru",1720,2016,70,"U.S.A.",2.5,"Low"
"Vivra","Ocumare",1720,2016,70,"U.S.A.",2.5,"Low"
"Vivra","Dominican Republic",1724,2016,70,"U.S.A.",3,"Low"
"Wellington Chocolate Factory","Conacado",1756,2016,70,"New Zealand",3.5,"Low"
"Wellington Chocolate Factory","Piura Blanco, Norandino",1756,2016,70,"New Zealand",3.5,"Low"
"Whittakers","Ghana",733,2011,72,"New Zealand",2.5,"Low"
"Wilkie's Organic","Amazonas",1169,2013,75,"Ireland",2.5,"Low"
"Wilkie's Organic","Amazonas",1169,2013,89,"Ireland",2.75,"Low"
"Wilkie's Organic","Tumbes",1169,2013,75,"Ireland",3.25,"Low"
"Wilkie's Organic","Amazonas w/ nibs",1173,2013,75,"Ireland",2.75,"Low"
"Willie's Cacao","Los Llanos",1848,2016,70,"U.K.",4,"High"
"Willie's Cacao","Los Llanos",1227,2014,88,"U.K.",3,"Low"
"Willie's Cacao","Java, Indonesian Black",1109,2013,100,"U.K.",2.25,"Low"
"Willie's Cacao","Sambirano",593,2010,71,"U.K.",3,"Low"
"Willie's Cacao","Hacienda Las Trincheras",593,2010,72,"U.K.",3.5,"Low"
"Willie's Cacao","Java",593,2010,69,"U.K.",3.75,"High"
"Willie's Cacao","San Martin",457,2009,70,"U.K.",3,"Low"
"Willie's Cacao","Rio Caribe",457,2009,72,"U.K.",3.25,"Low"
"Wm","Guasare, Zulia Prov., 2015, batch 124",1912,2016,74,"U.S.A.",3,"Low"
"Wm","Wild Beniano, 2016, batch 128, Heirloom",1912,2016,76,"U.S.A.",3.5,"Low"
"Wm","Ghana, 2013, batch 129",1916,2016,75,"U.S.A.",3.75,"High"
"Woodblock","Maranon, Cajamarca",1243,2014,70,"U.S.A.",3,"Low"
"Woodblock","Camino Verde P., Balao, Guayas",1042,2013,70,"U.S.A.",3.25,"Low"
"Woodblock","Gran Couva",1042,2013,70,"U.S.A.",3.5,"Low"
"Woodblock","Ecuador",825,2012,70,"U.S.A.",2.5,"Low"
"Woodblock","Costa Rica",825,2012,70,"U.S.A.",3,"Low"
"Woodblock","Sambirano",951,2012,70,"U.S.A.",3.25,"Low"
"Woodblock","Ocumare",741,2011,70,"U.S.A.",4,"High"
"Woodblock","La Red",769,2011,70,"U.S.A.",3.5,"Low"
"Xocolat","Hispaniola",1057,2013,66,"Domincan Republic",3,"Low"
"Xocolla","Sambirano, batch 170102",1948,2017,70,"U.S.A.",2.75,"Low"
"Xocolla","Hispaniola, batch 170104",1948,2017,70,"U.S.A.",2.5,"Low"
"Zak's","Papua New Guinea, Batch 2",1574,2015,70,"U.S.A.",3,"Low"
"Zak's","Dominican Republic, Batch D2",1578,2015,70,"U.S.A.",3.25,"Low"
"Zak's","Madagascar, Batch 2",1578,2015,70,"U.S.A.",3.25,"Low"
"Zak's","Peru, Batch 1",1578,2015,70,"U.S.A.",3.25,"Low"
"Zak's","Belize, Batch 2",1578,2015,70,"U.S.A.",3.5,"Low"
"Zak's","House Blend, Batch 2",1582,2015,60,"U.S.A.",3,"Low"
"Zart Pralinen","Millot P., Ambanja",1820,2016,70,"Austria",3.5,"Low"
"Zart Pralinen","UNOCACE",1824,2016,70,"Austria",2.75,"Low"
"Zart Pralinen","San Juan Estate",1824,2016,85,"Austria",2.75,"Low"
"Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,85,"Austria",3,"Low"
"Zart Pralinen","Kakao Kamili, Kilombero Valley",1824,2016,70,"Austria",3.5,"Low"
"Zart Pralinen","San Juan Estate, Gran Couva",1880,2016,78,"Austria",3.5,"Low"
"Zokoko","Guadalcanal",1716,2016,78,"Australia",3.75,"High"
"Zokoko","Goddess Blend",1780,2016,65,"Australia",3.25,"Low"
"Zokoko","Alto Beni",697,2011,68,"Australia",3.5,"Low"
"Zokoko","Tokiala",701,2011,66,"Australia",3.5,"Low"
"Zokoko","Tranquilidad, Baures",701,2011,72,"Australia",3.75,"High"
"Zotter","Raw",1205,2014,80,"Austria",2.75,"Low"
"Zotter","Bocas del Toro, Cocabo Co-op",801,2012,72,"Austria",3.5,"Low"
"Zotter","Amazonas Frucht",801,2012,65,"Austria",3.5,"Low"
"Zotter","Satipo Pangoa region, 16hr conche",875,2012,70,"Austria",3,"Low"
"Zotter","Satipo Pangoa region, 20hr conche",875,2012,70,"Austria",3.5,"Low"
"Zotter","Loma Los Pinos, Yacao region, D.R.",875,2012,62,"Austria",3.75,"High"
"Zotter","El Oro",879,2012,75,"Austria",3,"Low"
"Zotter","Huiwani Coop",879,2012,75,"Austria",3,"Low"
"Zotter","El Ceibo Coop",879,2012,90,"Austria",3.25,"Low"
"Zotter","Santo Domingo",879,2012,70,"Austria",3.75,"High"
"Zotter","Kongo, Highlands",883,2012,68,"Austria",3.25,"Low"
"Zotter","Indianer, Raw",883,2012,58,"Austria",3.5,"Low"
"Zotter","Peru",647,2011,70,"Austria",3.75,"High"
"Zotter","Congo",749,2011,65,"Austria",3,"Low"
"Zotter","Kerala State",749,2011,65,"Austria",3.5,"Low"
"Zotter","Kerala State",781,2011,62,"Austria",3.25,"Low"
"Zotter","Brazil, Mitzi Blue",486,2010,65,"Austria",3,"Low"
